Bin ID,Genome Name,IMG Genome ID,Bin Quality,Bin Lineage,GTDB-Tk Taxonomy Lineage,Bin Methods,Created By,Date Added,Bin Completeness,Bin Contamination,Total Number of Bases,5s rRNA,16s rRNA,23s rRNA,tRNA Genes,Gene Count,Scaffold Count,GOLD Study ID
3300061638_33,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,97.58,0.85,3012757,1,0,1,46,2980,23,Gs0161344
3300061638_37,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Acidobacteriota; Terriglobia,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Gp1-AA117; Gp1-AA17,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,98.66,2.85,5860035,0,0,0,52,5460,44,Gs0161344
3300061638_39,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rudaea,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,82.27,3.44,2885313,2,0,1,32,2998,394,Gs0161344
3300061638_41,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acidocella,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidocella,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,89.97,2.79,3474447,0,0,0,39,3491,261,Gs0161344
3300061638_42,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,HQ,Bacteria; Pseudomonadota; Gammaproteobacteria,Bacteria; Proteobacteria; Gammaproteobacteria; REEB76; REEB76,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,96.56,2.4,2908253,1,1,2,46,2783,6,Gs0161344
3300061638_43,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Galbitalea,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,99.24,2.02,3394082,1,1,0,44,3420,59,Gs0161344
3300061638_47,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Kribbellaceae; Kribbella; Kribbella sp. VKM Ac-2570,Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Kribbellaceae; Kribbella,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,73.06,5.72,6466161,0,0,0,33,6917,919,Gs0161344
3300061638_57,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria,Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; UBA4665; UBA5150,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,76.08,0,1050157,1,1,1,45,1135,7,Gs0161344
3300061638_63,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,HQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,96.15,1.71,3170403,1,1,1,49,3053,5,Gs0161344
3300061638_66,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,HQ,Bacteria; Pseudomonadota; Alphaproteobacteria,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,99.09,0.36,4574941,1,1,1,46,4719,62,Gs0161344
3300061638_67,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidisoma; Acidisoma sp009765865,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,59.05,0.5,1625221,0,0,0,16,1642,107,Gs0161344
3300061638_70,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,86.4,1.48,3712590,0,0,0,24,3424,287,Gs0161344
3300061638_8,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria,Bacteria; Acidobacteriota; Thermoanaerobaculia; UBA5704; UBA5704; UBA5704,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,89.35,5.13,7297542,2,1,0,48,6411,176,Gs0161344
3300061638_9,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-O-20210726-comp-1",3300061638,MQ,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,85.7,7.65,5294505,1,0,1,47,5611,544,Gs0161344
3300061639_10,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,97.46,0.9,5470278,2,0,0,43,5292,96,Gs0161344
3300061639_100,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Myxococcota; unclassified; Polyangiales,Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,53.59,1.29,3550777,0,0,0,19,3641,706,Gs0161344
3300061639_11,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Herbaspirillum,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,92.57,0,4606944,0,0,0,42,4233,84,Gs0161344
3300061639_12,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Verrucomicrobium; Verrucomicrobium sp. GAS474,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales; GAS474,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,99.32,1.69,2500815,0,0,0,40,2359,29,Gs0161344
3300061639_13,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,93.72,1.48,6191845,0,0,0,45,5765,138,Gs0161344
3300061639_18,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,HQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Tous-C9LFEB,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,97.41,0,3682429,1,1,1,40,3096,19,Gs0161344
3300061639_19,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; BOG-938,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,91.56,3.06,4237591,0,0,0,39,4092,44,Gs0161344
3300061639_2,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; CAIOYC01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,84.8,3.22,4060267,0,0,0,40,4423,548,Gs0161344
3300061639_23,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,72.84,0.65,2397420,0,0,0,28,2651,326,Gs0161344
3300061639_24,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,HQ,Bacteria; Pseudomonadota,Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrionales; GCA-2720935,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,95.6,0,1721789,1,1,1,36,1905,51,Gs0161344
3300061639_28,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,78.45,0,2596346,0,0,0,42,2637,86,Gs0161344
3300061639_34,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,64.83,1.72,2833607,0,0,0,29,2711,158,Gs0161344
3300061639_35,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Cytophaga; Cytophaga aurantiaca,Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cytophagaceae; Cytophaga,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,98.51,2.08,4086543,0,0,0,36,3763,164,Gs0161344
3300061639_38,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Acidobacteriota; Terriglobia; Bryobacterales,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; PALSA-243,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,62.84,2.63,3456773,0,0,0,25,3711,623,Gs0161344
3300061639_43,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Granulicella; Granulicella mallensis,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; UBA5172,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,50.07,0.43,1450105,0,0,0,14,1433,159,Gs0161344
3300061639_48,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,HQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; Bog-473,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,95.3,2.56,4099444,1,1,1,54,4312,296,Gs0161344
3300061639_53,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphocola,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,52.74,0,2268139,0,0,0,19,2207,339,Gs0161344
3300061639_59,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Lacisediminihabitans,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,90.2,1.14,3446764,0,1,0,48,3456,110,Gs0161344
3300061639_60,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Granulicella; Granulicella mallensis,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Granulicella_A,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,81.75,3.62,3253976,1,1,0,31,2982,45,Gs0161344
3300061639_63,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,62.24,6.9,3623392,0,0,0,36,3523,361,Gs0161344
3300061639_66,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,HQ,Bacteria; Pseudomonadota; Alphaproteobacteria,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,93.88,1.01,4495495,1,1,1,45,4527,188,Gs0161344
3300061639_7,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Pararobbsia,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,82.41,0,6716581,0,0,0,42,6188,172,Gs0161344
3300061639_73,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria,Bacteria; Proteobacteria; Alphaproteobacteria; ATCC43930; Stellaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,95.6,0,4748266,0,0,0,38,4557,111,Gs0161344
3300061639_8,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,98.39,2.32,5085676,1,0,1,47,4735,200,Gs0161344
3300061639_80,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,88.87,2.7,5496851,0,1,0,44,5447,464,Gs0161344
3300061639_82,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium sp. 1245111.1,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,67.57,3.03,3998605,0,0,0,25,4502,669,Gs0161344
3300061639_85,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,54.1,1.19,3046601,0,0,0,18,3407,556,Gs0161344
3300061639_93,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,77.27,5.89,5453860,1,0,0,41,5530,354,Gs0161344
3300061639_94,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter; Rhodanobacter sp. MP7CTX1,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,82.07,1.72,4588005,1,1,1,47,4277,133,Gs0161344
3300061639_98,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1",3300061639,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidocella,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-16,56.02,3.45,2548735,0,1,0,31,2778,373,Gs0161344
3300061640_10,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,80.84,0.17,4023915,0,1,0,37,4586,491,Gs0161344
3300061640_11,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Myxococcota; Myxococcia; Myxococcales,Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,51.93,1.75,2762666,0,0,0,14,2845,376,Gs0161344
3300061640_17,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,64.66,8.71,3535232,0,0,0,23,3779,454,Gs0161344
3300061640_19,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,59.2,5.14,5868160,0,1,0,43,6452,727,Gs0161344
3300061640_24,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Myxococcota; Myxococcia; Myxococcales,Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,71.05,2.26,3263245,1,1,1,22,3359,392,Gs0161344
3300061640_29,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,84.56,1.82,4117475,0,1,0,25,4318,443,Gs0161344
3300061640_31,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; Pseudonocardia,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,57.76,1.72,3668776,1,0,1,19,3848,558,Gs0161344
3300061640_32,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VGBV01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,52.95,8.19,1693358,0,0,0,20,1977,256,Gs0161344
3300061640_33,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1",3300061640,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; Chersky-822,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-05-11,79.95,2.85,4636651,1,1,1,30,4858,598,Gs0161344
