taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	Genome MetaBAT Bin Count  * assembled	Genome EukCC Bin Count  * assembled	CRISPR Count  * assembled	GC Count  * assembled	GC  * assembled	Coding Base Count  * assembled	Coding Base Count %  * assembled	CDS Count  * assembled	CDS %  * assembled
3300069249	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_001-M-20210506-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069249	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	278.1	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.39799			-97.56834							2021/5/6			3434043103	8727174	6705434	0	0	884	2226542581	64.84	3429036807	99.85	8688187	99.55
3300069293	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Konza Prairie Bio Station, Kansas, USA - KONZ_045-M-20210721-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069293	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	392.1	USA: Konza Prairie Bio Station, Kansas	Terrestrial soil	grassland topsoil	USA	39.103827			-96.561811							2021/7/21			4222123379	8616298	5596336	0	0	1005	2721602217	64.46	4217023581	99.88	8571919	99.48
3300060888	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_003-M-20210922-comp-1	DOE Joint Genome Institute  (JGI)	3300060888	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	181	Puerto Rico: Yauco	Terrestrial soil	forest topsoil	Puerto Rico	17.973138			-66.861701							2021/9/22			1381531317	2424707	1336529	3	0	187	899309606	65.1	1379690029	99.87	2410481	99.41
3300061176	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_047-M-20210809-comp-1	DOE Joint Genome Institute  (JGI)	3300061176	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	990.6	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.910358			-110.838435							2021/8/9			651768128	1219849	722291	2	0	72	432377551	66.34	650484067	99.8	1211615	99.32
3300069216	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_048-M-20210920-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069216	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	130.1	Puerto Rico: Guanica	Terrestrial soil	forest topsoil	Puerto Rico	17.96911			-66.864276							2021/9/20			4042626602	9611530	7103030	0	0	885	2622143385	64.86	4037466724	99.87	9569265	99.56
3300067032	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	NEON combined assembly	DOE Joint Genome Institute  (JGI)	3300067032	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1903.7	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	n/a			n/a							2021/5/26			182982858934	343945133	208008147	624	5	33107	115067807955	62.88	182830897316	99.92	342303991	99.52
3300069294	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_004-O-20210622-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069294	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	567.8	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.822941			-121.998707							2021/6/22			1608202383	3813261	2832498	0	0	427	990420940	61.59	1606006294	99.86	3797616	99.59
3300069238	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_012-O-20210708-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069238	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	1901.5	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.944613			-110.433659							2021/7/8			3125604789	7412587	5511175	0	0	788	1999304784	63.97	3121352012	99.86	7384284	99.62
3300060895	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_005-M-20210728-comp-1	DOE Joint Genome Institute  (JGI)	3300060895	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2727.2	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	37.058229			-118.988578							2021/7/28			1962208025	3405908	1912845	16	0	300	1209942459	61.66	1959546505	99.86	3388071	99.48
3300069234	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_016-M-20210708-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069234	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2046.8	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.965771			-110.583711							2021/7/8			1697741488	3962632	2865060	0	0	242	1116936508	65.79	1694847053	99.83	3942013	99.48
3300060883	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_005-O-20210728-comp-1	DOE Joint Genome Institute  (JGI)	3300060883	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	2727.2	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	37.058229			-118.988578							2021/7/28			1557990773	2654815	1483050	15	0	455	961275293	61.7	1555929380	99.87	2641045	99.48
3300060666	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_001-O-20210728-comp-1	DOE Joint Genome Institute  (JGI)	3300060666	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	3213.5	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.042345			-105.558975							2021/7/28			1272937701	2205668	1254347	9	0	221	774331490	60.83	1271290120	99.87	2194945	99.51
3300061212	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_038-M-20210504-comp-1	DOE Joint Genome Institute  (JGI)	3300061212	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	281	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.41426			-97.5971							2021/5/4			1294620558	2361851	1379425	4	0	162	817396816	63.14	1292702647	99.85	2348808	99.45
3300069210	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_002-M-20210506-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069210	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	263.1	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.40398			-97.57114							2021/5/6			3399819512	8220842	6129591	0	0	502	2184837941	64.26	3394975924	99.86	8183124	99.54
3300061643	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_004-M-20210922-comp-1	DOE Joint Genome Institute  (JGI)	3300061643	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	131.1	Puerto Rico: Yauco	Terrestrial soil	forest topsoil	Puerto Rico	17.969254			-66.85267							2021/9/22			1906545925	3368003	1892112	6	0	206	1268015121	66.51	1904231408	99.88	3349271	99.44
3300069205	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_005-M-20210726-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069205	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	3284.7	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.043663			-105.569904							2021/7/26			2847161623	6839571	5135183	0	0	595	1747731265	61.39	2843665721	99.88	6814431	99.63
3300069211	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Great Basin, Onaqui, Utah, USA - ONAQ_003-M-20210527-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069211	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1610.9	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	40.205921			-112.430276							2021/5/27			1663864892	3996552	2972131	0	0	366	1086819658	65.32	1660509009	99.8	3973693	99.43
3300069263	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069263	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.02	827.4	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.666666			-149.369752							2021/8/3			3221413903	6875234	4739756	0	0	788	1992750357	61.86	3217625490	99.88	6845835	99.57
3300069289	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_005-M-20210728-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069289	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2727.2	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	37.058229			-118.988578							2021/7/28			3430924048	8202903	6142531	0	0	814	2125411109	61.95	3426240786	99.86	8169950	99.6
3300069279	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_004-M-20210726-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069279	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2190.5	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	37.001687			-119.036304							2021/7/26			2624142173	6534698	5030868	0	0	562	1657787598	63.17	2620485949	99.86	6509404	99.61
3300061203	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Great Basin, Onaqui, Utah, USA - ONAQ_005-M-20210527-comp-1	DOE Joint Genome Institute  (JGI)	3300061203	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1614.4	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	40.180775			-112.431854							2021/5/27			705527840	1294377	757511	0	0	58	476433737	67.53	704077832	99.79	1285484	99.31
3300060647	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_009-M-20210706-comp-1	DOE Joint Genome Institute  (JGI)	3300060647	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2000.3	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.970313			-110.501884							2021/7/6			1136012974	1986999	1104457	6	0	174	725694909	63.88	1134190877	99.84	1976083	99.45
3300061639	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1	DOE Joint Genome Institute  (JGI)	3300061639	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	3312.5	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.043059			-105.581501							2021/7/26			2493734710	3985886	2054617	30	0	489	1458767462	58.5	2491139941	99.9	3965379	99.49
3300060655	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_073-O-20210623-comp-1	DOE Joint Genome Institute  (JGI)	3300060655	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	371.8	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.825842			-121.960125							2021/6/23			1243731233	2155346	1217523	6	0	198	777513433	62.51	1242014567	99.86	2143224	99.44
3300069221	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_073-M-20210623-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069221	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	371.8	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.825842			-121.960125							2021/6/23			2870846305	7170804	5536792	0	0	482	1760809602	61.33	2867404807	99.88	7146230	99.66
3300061204	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Great Basin, Onaqui, Utah, USA - ONAQ_003-M-20210527-comp-1	DOE Joint Genome Institute  (JGI)	3300061204	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1610.9	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	40.205921			-112.430276							2021/5/27			972576048	1739921	974323	4	0	196	629659431	64.74	970683583	99.81	1727154	99.27
3300069220	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Caribou Creek Watershed, Alaska, USA - BONA_006-O-20210707-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069220	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	507	USA: Caribou Creek, Alaska	Terrestrial soil	forest topsoil	USA	65.176107			-147.544089							2021/7/7			1181748823	2017508	1186545	0	0	529	652468034	55.21	1180351258	99.88	2008479	99.55
3300069264	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_002-M-20210728-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069264	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	3059.6	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.041058			-105.547043							2021/7/28			3359529678	7005309	4709849	0	0	616	2031723338	60.48	3356136228	99.9	6977157	99.6
3300069257	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Konza Prairie Bio Station, Kansas, USA - KONZ_024-M-20210719-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069257	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	351	USA: Konza Prairie Bio Station, Kansas	Terrestrial soil	grassland topsoil	USA	39.110903			-96.552209							2021/7/19			2695978544	5768908	3928178	0	0	363	1735936160	64.39	2692516302	99.87	5741200	99.52
3300069268	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_046-M-20210705-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069268	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2155.4	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.952363			-110.541582							2021/7/5			1874275737	4830121	3762542	0	0	304	1214799445	64.81	1870976415	99.82	4808751	99.56
3300061644	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_003-O-20210622-comp-1	DOE Joint Genome Institute  (JGI)	3300061644	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	602.1	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.831516			-122.018608							2021/6/22			2765904913	4327173	2147128	27	0	394	1727480432	62.46	2763271788	99.9	4303259	99.45
3300061180	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_044-O-20210803-comp-1	DOE Joint Genome Institute  (JGI)	3300061180	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	822.4	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.658157			-149.362189							2021/8/3			2126661703	3593818	1991757	12	0	255	1304736779	61.35	2123810344	99.87	3573045	99.42
3300069252	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_005-M-20210708-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069252	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2112	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.948383			-110.631377							2021/7/8			1634258714	4307086	3383758	0	0	240	1053477766	64.46	1631201475	99.81	4286890	99.53
3300069291	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20210727-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069291	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	3494.9	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.051247			-105.565041							2021/7/27			2881592769	6449531	4518665	0	0	437	1846011541	64.06	2877929856	99.87	6420783	99.55
3300069287	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_003-M-20210506-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069287	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	273.4	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.40399			-97.57274							2021/5/6			4657247937	10051955	6925184	0	0	1152	2940649632	63.14	4651120762	99.87	10003985	99.52
3300069277	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_001-O-20210728-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069277	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	3213.5	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.042345			-105.558975							2021/7/28			2360663848	5740347	4394879	0	0	710	1433312801	60.72	2357744210	99.88	5719863	99.64
3300069272	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Caribou Creek Watershed, Alaska, USA - BONA_009-O-20210707-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069272	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	429.6	USA: Caribou Creek, Alaska	Terrestrial soil	forest topsoil	USA	65.169192			-147.520277							2021/7/7			2951636096	6372091	4499534	0	0	631	1798429153	60.93	2948316091	99.89	6347710	99.62
3300060649	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Caribou Creek Watershed, Alaska, USA - BONA_001-O-20210708-comp-1	DOE Joint Genome Institute  (JGI)	3300060649	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	374.1	USA: Caribou Creek, Alaska	Terrestrial soil	forest topsoil	USA	65.174447			-147.478155							2021/7/8			2171833206	3590934	1926654	11	0	400	1317813513	60.68	2169315931	99.88	3572488	99.49
3300069282	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_004-M-20210809-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069282	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	1044.5	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.906778			-110.815262							2021/8/9			918269569	2247348	1696209	0	0	167	604804374	65.86	916082924	99.76	2233963	99.4
3300061637	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_003-M-20210708-comp-1	DOE Joint Genome Institute  (JGI)	3300061637	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2120.8	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.954777			-110.533202							2021/7/8			1393141085	2453808	1375413	11	0	164	935546657	67.15	1391115142	99.85	2439782	99.43
3300069290	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_004-M-20210922-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069290	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	131.1	Puerto Rico: Yauco	Terrestrial soil	forest topsoil	Puerto Rico	17.969254			-66.85267							2021/9/22			3185668276	7530950	5552120	0	0	449	2116954356	66.45	3181652820	99.87	7499147	99.58
3300069231	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_004-O-20210805-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069231	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	782.2	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.616768			-149.629355							2021/8/5			3712371654	7327615	4824762	0	0	901	2202446329	59.33	3708617128	99.9	7297916	99.59
3300069230	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_047-M-20210809-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069230	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	990.6	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.910358			-110.838435							2021/8/9			1303162278	3360024	2619071	0	0	233	868866274	66.67	1300532318	99.8	3342618	99.48
3300061537	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_003-M-20210506-comp-1	DOE Joint Genome Institute  (JGI)	3300061537	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	273.4	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.40399			-97.57274							2021/5/6			3130961773	5094398	2583799	54	0	487	1974129511	63.05	3126922620	99.87	5062244	99.37
3300069259	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_003-O-20210622-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069259	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	602.1	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.831516			-122.018608							2021/6/22			3871697658	7877178	5263179	0	0	780	2414299299	62.36	3867670331	99.9	7842781	99.56
3300060897	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_001-M-20210714-comp-1	DOE Joint Genome Institute  (JGI)	3300060897	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	596.3	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.128258			-99.257768							2021/7/14			1477232773	2601334	1438176	6	0	150	967480897	65.49	1475049934	99.85	2584359	99.35
3300069266	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_001-O-20210621-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069266	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	666.4	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.844033			-121.999068							2021/6/21			4456122864	9398479	6430407	0	0	1075	2736544480	61.41	4451006613	99.89	9358152	99.57
3300069224	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_052-M-20210810-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069224	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	1002.3	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.909531			-110.833359							2021/8/10			3658773488	8595979	6296904	0	0	748	2440764239	66.71	3652862361	99.84	8550371	99.47
3300069207	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_004-M-20210714-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069207	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	594.1	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.12584			-99.253801							2021/7/14			4721797112	9918436	6595209	0	0	659	3072399111	65.07	4715811206	99.87	9868251	99.49
